Filename_ID,Video_Length (s),Video_Total_Frames,Video_Fps,Filename,Output_Video,Estimated_Lanes_In,Estimated_Lanes_Out,Estimated_Lanes_Method,Estimated_Lanes_kmax
1,3.3,34,10.0,road_video.mp4,road_video_tracked.mp4,2.503521026706008,3.2049228628469777,kmeans_inertia_curvature,15
