In_Out,Filename_ID,Video_Length (s),Count_Cars,Avg_Angle,Avg_Speed_Px_Per_Second,Estimated_Lanes,Cars_per_Second,Cars_per_Lane_per_Second
In,2,11.072222827272729,7,90.5804534644224,178.50597209890034,3.5079297994760936,0.6322127100583483,0.18022387738567883
Out,2,11.072222827272729,10,42.92489111018134,70.65894547210536,2.534916194283076,0.9031610143690691,0.3562883129651159
